transfer_type,from,to,value,symbol,tx_hash,len
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x98a2028153e0d202f1d84c675760ce747d19d162,279.0,USDT,0xd6ea61f421acab25ad5838a6074a1c2a6c2af88ed8eb258c3b198dd14f31f15e,21
IN,0x6aa0b0d24760d60e58ede9c53023a306b472084c,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,USDT,0xe66bd5f58c5f5cad277c725a03915c217df897f4b4f9561edce32fd9a3297934,22
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xdc57c5701c53a3e4bebc12c0dbb83e7cf2f556d6,300.0,USDT,0x58b34f083702d77bf48dcef7f1c69947dff97353475c98d35490c490d338e69a,21
IN,0xbbb5a3829c29c8b49b82a8941447df645fadc8ac,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,301.0,USDT,0xf6cfe44d703588d8c9db5c388644f0a32e7d7339c7c02f429c37e4ea6463365a,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xaae1b6ef53bb45684bb753317223c32cee5045da,27.0,USDT,0xe22ecde8bce0412a3854f0cd299b306dbf9d171986dc2b62427211aa55675359,20
IN,0xc13258e384ec9312c8f42ea655a5dbe3cec4c185,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,507.3,USDT,0x92738adc26796c40bfd12f9b16d2e640e26d19956831a1ed62752f76205610af,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x9d6627729e2d6c3d1c2423a9f3244ba9d047d2b0,500.0,USDT,0xe8135b5bf9b92c851ee9e6e0ae07bf4faf1526a784baa6578b3add1c93212c47,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xe13348ee1c1e5fadab7ace15379540964fb01377,714.3,USDT,0xc0b86965b379fd87b76482c68d71e56663dc165db26b1560e87ff8bfa5b2bc21,21
IN,0xc13258e384ec9312c8f42ea655a5dbe3cec4c185,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,730.0,USDT,0x870f2667b06ba8e58429102fae8f22eea98572d08bbe00bd073246c1363b1ef0,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xfa83c36c601819ed5ea508f1e0e9225c074a9c4f,2000.0,USDT,0x93a8bfca8452a8a496aa291c474b7614638faf739f94c8a4566a133a98f1a4dc,22
IN,0xc13258e384ec9312c8f42ea655a5dbe3cec4c185,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1047.0,USDT,0x1174ad085d0ca6543e355d90a48d9d1a6eadbd34442acb9a95fc3fa551befe0e,22
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,300.65586057,USDT,0xd83f1da4e686d16d9d1d5186634b558cf73fdc70de0138ad5c8aacf59f06dc08,21
IN,0x46c466d47e7a68a6b811d39c039a189a11bac6cb,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,USDT,0x180f5004adb266ca4d3785fe487585c40df9eed65e3c1fb7f33e38ecae165c56,22
IN,0xc13258e384ec9312c8f42ea655a5dbe3cec4c185,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,809.0,USDT,0x16ad5031a03bf7ef85b6dea02eb2948200950f61c305f5f876371789305f31f4,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x9a6053c503108164248f6b51449d45265ac4ef55,100.0,USDT,0x63c88ca1ea51d9f502717df98e36f6aee5ae0f6f15c07644cc6f7f773f829af0,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x24fa2042fd1c5149facfe6d3228246add1f1c216,258.0,USDT,0x5502d24da20644a3af6f173a51493ba266aea364a35ac62317d06bd508a7690f,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x6fb625effacb6e2f1a6f3360c4dbb73313693315,100.0,USDT,0x07803e89c28873680a37ccd598f35f23470813fc8200cc7b7bc9b4f1c9a71554,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x16462b3f5714262c059eef11baacd6be21d553ae,139.0,USDT,0x0f08f89a7dcae87da2c764276048beeeeac2800c14c69bbabe10f62ad09feee3,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x0bff042111d9ccdc5d72f280564e700349567d75,400.0,USDT,0x837d3594f5f7fac54d4530db559fabb49703408195310dc426aadfa821fb827e,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,1988.51185003,USDT,0x0afec9c777f08e82f1125bc8258232272ee985b5a13cb709a8447ea38f64973b,22
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x24fa2042fd1c5149facfe6d3228246add1f1c216,159.0,USDT,0xe82cfdf25bc4da50ef1818272d2187f10468236970d0a4f68660ff24dc52c254,21
IN,0xc13258e384ec9312c8f42ea655a5dbe3cec4c185,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,3200.0,USDT,0x1ebcd0b98d1a89a63a7cd4cb7e4b0e83a35762e0678303513b021ddb09d9561a,22
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,159.30116309,USDT,0x06f5426c40757d21778d139e677adc76abcf8928c5dbb7364ba20a94f685056f,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x6021e8b39cb92cfc315d952cf9deb2d02a6782ec,222.0,USDT,0x0105b513089d88ccba27bba464922dc6f976d1b7b61b6178a94b7fe2a17dd30b,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x24fa2042fd1c5149facfe6d3228246add1f1c216,290.0,USDT,0x1366f36f3bcc3827653a48dbd21b16fc5e6ebd37ef3e19c250258de996bf499e,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,293.50080402,USDT,0x4ae1e85205bdbbc0ed1e70f00cc8d4c954672f60d7e347992831faaba75da4cd,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x57e7f528443ece862e7855558281f046098ada87,200.0,USDT,0xd833afe869fd8e212124a506c877b483c648a3c312d03ddf09ebb0136ab80a47,21
IN,0x191400627198d7398d94e1cc18b248b466b074e8,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,700.0,USDT,0xfe22b03c353119de2ae4dd20bd919a56b6bf7a0027524aff4a0997d31e918bb4,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x2218f652dafb8889f92973531e51d149f6eaa069,2920.0,USDT,0x61e33ad566cd021dcec0f23e198b6fed67c5114b7b715e7f881f4efe4568eb78,22
IN,0x55285b8b32cdfb52fde66fc81f8bcd83b723148f,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,2963.0,USDT,0xcf8f924d5246db1323eeeaf2c1d542291b3bf304be472d2990e6cccca3c6959b,22
IN,0xa641a509f49f3c47fb7aa2c3233d7f71867fbb1d,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,60.0,USDT,0x389770ae0fdf21cb8bbe295a29e49df0c1058ade6028c76bae38d58925164eb6,20
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xbbb5a3829c29c8b49b82a8941447df645fadc8ac,300.0,USDT,0x5e59b83eb786176ac621dc6c8050e601e1752b48b5c7933e66bb736efc93f41b,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,1535.2915565,USDT,0x83e0d9aae9e9b068256977f08fb332fb67266a1351a84076e99e322f249376e0,22
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x5efd59a3c5af0a7efd5767e13e6592ac172f0306,600.0,USDT,0x784fcfe36c45b128d1860f5148cb939ddda8c7880ea98f34467077e1fcfc6566,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xcb52146eb0981c09282a5f525985ec4508d67a6b,20.0,USDT,0x30a80d272c2991b83b823cf445752d34c8738b3453cabade07733416eef9a22b,20
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,300.06261356,USDT,0xc8590e9fba3bd5df576064cdd088ba3f55217919503630631b404892eb66759c,21
IN,0x71ff77f952bc68a1a6e0b3e9d6297a699a54fa7b,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,167.0,USDT,0x4ac1c9ed94ea7d46f6a8eccb00e58c770c5c264f5157352ea89dbf90fbccba88,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x2c02f1f6afd78beea662533861fa34443bf73769,1400.0,USDT,0xbfc90d73d71c0d2845317c2f37f19f76940eb22c8e14146d2736d09bc5ad6a2f,22
IN,0xc297e268fc38abc011033cc5d875b731b4a2abec,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,4350.0,USDT,0x9bc2efaf35b945d3020d22b6ac0da173df6e2fa169e9efa4f668c698a9aa1926,22
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x2c02f1f6afd78beea662533861fa34443bf73769,600.0,USDT,0xb9153c36970fa520f0a695bb0869aaf37543b0f04b4d5254e303ccf5ead1dc64,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x62c4818b36f76afd4d7bcbe9968f8c6cb4250275,100.0,USDT,0xb69e35dd3e50e6b2c5c086912f731279d17993503aa3d606e488714b44c4de2e,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x3ee7d1431b20bdb542cbb9b68a10f563fe0a2a3b,150.0,USDT,0x72b344a896550d47ad4b9a6963e627fba9a96d7ff1253af30e78cac7d943be6f,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x934bb8a24024a272bd0573bad3cd1b85d009c749,300.0,USDT,0x499052bcfe3acb93613cc7a44e3c07567729b8cea8167db5ff672576d7d8226a,21
IN,0x5efd59a3c5af0a7efd5767e13e6592ac172f0306,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,USDT,0x1993c7c04830a99986fcdb78960a17fa3b5b8ccf3d9f4bb96b5e782f2ffde12b,22
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x1164eefca3202ba449b46c132893559efb2b96ac,114.5,USDT,0x0f09ca0e888b1ebe570ecd68f8d22859a9227b1006c19e4017797a4a04c644d9,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xf6835b2f3ec94df6322277f2c14a6fe7e6ef4750,200.0,USDT,0x05318e0f0dcd10196613e67de052da53f0f0b8f671b150c9bd30d8a5ee789e97,21
IN,0x6aa0b0d24760d60e58ede9c53023a306b472084c,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,90.1,USDT,0x0cb481e9b0d21f13af05a55e9af08610c4644a693d4ea492825270b00f5b3c19,20
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xf6835b2f3ec94df6322277f2c14a6fe7e6ef4750,652.2,USDT,0xf532c50b91b555b06d093da6705a529f4364e868138802da6cbb7b2753eed3df,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xb4c9b608151be24bc9a2b6ae25ee22b65d71dd76,25.5,USDT,0xe3252648cd3bfdce8c6bfc85336f4aa340b881c063409ebd1b907f32da135844,20
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xbbb5a3829c29c8b49b82a8941447df645fadc8ac,700.0,USDT,0x11491ea853c0485d6e88d6d88d57a4d9d23d92ecb6b1c26bef33798c5579bca9,21
IN,0xf723de853c96da7893b637808da175ce0aa7faed,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,483.0,USDT,0xc4b15ee34c2b36d632b9e21044cefbf7bca97cad754a65561419c48687f9f2c8,21
IN,0xf73f392b4e83606424679a2cbb05f5b13e470c72,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,378.0,USDT,0xd397f2755b626df2fc2014a71abe964534661613e6a5c355c033a3493f21cee4,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x8bb3718fc87593fe708648ed8c3b305cb52b53b3,357.14,USDT,0x61c67394ba29c82653c9a9693e1d591e0fc9b330fe6ef0b9da4afa5c0b083492,21
IN,0x011a1332a499321ed3daf5d928e4c5e0b9bfbd99,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1232.0,USDT,0x1e239a6e8ac421c17067d38272b375a139c5df283ed45054e52e3f395c99c3cb,22
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xfa83c36c601819ed5ea508f1e0e9225c074a9c4f,1000.0,USDT,0x2f36eb9871c14fc4bce6431cbc0be2be0717015f8a4c44bbf7b89db7b1a9f97f,22
IN,0xbbb5a3829c29c8b49b82a8941447df645fadc8ac,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,700.0,USDT,0xab7d99f407e099643ebdb339c3018cbd53059eca6bb12169f9e64b4c6fe3bd15,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x7fa9b048a80d8543b94148f41c083ebf70cf591a,495.0,USDT,0x0a4defd14a2538d16c3d72734ba41279db52a6eba7029ab343e98badaf1be4f1,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x2c94fcda64591025ae5c5619f4be8685d0bc08d8,400.0,USDT,0x7ade4b9825377f37b65b12b21cc5b1268117cc2fccc823ec704aa207f9c666fd,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x8cad867e536ba28275fa669098636964b6afa031,100.0,USDT,0xd6203ceca3a8c1d6be92a85eb4f34f2a5334a899b9b6d5a26df1d7789a7e840b,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xd861915f60bf4e752bf8c0152f9dbb950987b4e8,300.0,USDT,0x6c7433414c026911f35d483d1fbb2f762051d815e133263dff92e15b6301aaa8,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x1fa76e8474e3da0a6c544a1989789dd657a094bf,29.3,USDT,0x2cb5854e4c523534bc29279c3d6cb671c5e99fd68c30292ba17ab14e26d1bc6b,20
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x1fa76e8474e3da0a6c544a1989789dd657a094bf,685.0,USDT,0x52733693eeacebb9430e5e816f86b19067eea268000250eae8c89d0d311d3dcb,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x7a9f0b078ab9754e7779c36889c97e845ec39748,1464.0,USDT,0xbbfae972b290524fa38e835281a0b061a6c24f75e7ca8c565de5b5efd5bb9565,22
IN,0xc297e268fc38abc011033cc5d875b731b4a2abec,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,3280.0,USDT,0xafb22405ec9ec5439bad2f564a3d4e7a3734a89e0141e16d281a0d93d4e0af20,22
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x6e86cad226d1e0ef6b9a176c53c9ad33757d5bf1,150.0,USDT,0x9b10d4c933247fc2efbb89b74396dad04f1a73cdf0e89b078769e4a604ee0c88,21
IN,0x58b6e8b8668a56cb31a0120fd787264f737c134d,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,152.0,USDT,0x1e10e29e75fb0bd832aba9cb3e35fc414b9aa55795f4827a73804494f2847c7e,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x1a37cdf4445d67f7383849f2b563cd6c4a95f9de,268.0,USDT,0xb0629963ee95df652fac5b01609783342dcf4a27e252660bc0d9b801d7b11d83,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x0ed6b9b918eaefcd0b9ff6eb86ae02516c3c857d,290.0,USDT,0x0b18c6d3ebb50748c61f6c48b9070b60115f95853f0dee27900685c5e838a46e,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xa25ada3902140b9d09291b99a91f245b0299eff9,1.0,USDT,0x237bfbbfd40bfdac23b1d7036671c9ec1b91fc95e80562fdbdf427c9193b558b,19
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xa25ada3902140b9d09291b99a91f245b0299eff9,26.0,USDT,0x44d1229922118ab1834eb9967ef4330d747e6d96b5f02f387c359ff5e1f2853a,20
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x6d3b671a125a98a0b6c33366d1e6c72a5f97cc9d,100.0,USDT,0xc9d30978c947c8c3e8e3d2a173ee6169d8c6315fc52f985310725042b325f9bf,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x9d50922b6f4e42194b4e92dc1bd91a0c5e6b9a6c,100.0,USDT,0xe028c94e3e0295224b298d95a8010d4e5aa0578bc4cf670a0f89e2341627f237,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xfa52f15c4e0b282b47d51b8eef6d15d830e7b5e9,29.0,USDT,0xba8ad28540a086e464fd8e43612fa5df7706c8bc43734e830673c34c2983d739,20
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,482.59611213,USDT,0x81026b93d0d67b0bef82ec351f1665ab4907da6c69bab42642a5e759c104b4bf,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x764ef5b4924cd180847b82f333b2f892e81eae2e,1000.0,USDT,0x6c7caf940bf5c5c1dff97f6ad635005050f0417ed597350180861fe5ae94eca4,22
IN,0xa180fe01b906a1be37be6c534a3300785b20d947,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1353.5490424,USDT,0x43f86d18c4ecefd0d5373f2e8b14859108700e227ee2d15b0328d438848bb4a5,22
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x7d7e03ddae9a18c218b1e314f33941120bb7aed8,20.0,USDT,0x8b4a67f56caa5f4ad84f43ff8401298a1b39a125b9bb16abd80133bbf63af4d9,20
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xb420369c78d9a10f09b478058ef5d62567458902,15.0,USDT,0xe48195592e1143860d3bcff9e54ea15c96d78c0d3bda6e628aad9a2d9374c050,20
IN,0xf38daa3ff82fd17a1e55dd4adc38b86aca816d16,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,USDT,0x494247ed8238aceba6da897a42107e959485994ac5da5530276e4fd26c1129d2,22
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x7fa6a4f7109339fbdb8e6b027a6fcabc330d23d3,511.0,USDT,0xbd8817f206e97876db7b58e26761d44442c6aaa57e8925e47e5a1c4e1717fcfb,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xe13348ee1c1e5fadab7ace15379540964fb01377,730.0,USDT,0x013113068a969ffdbdb18dcef65e90473bb5d0883f703493b37c1f4805de61f1,21
IN,0xdc57c5701c53a3e4bebc12c0dbb83e7cf2f556d6,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1501.0,USDT,0x45998f163be71be2525c43a6ad0d9ef32de20074bade3709884f89559b1ade9c,22
IN,0x58b6e8b8668a56cb31a0120fd787264f737c134d,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,200.0,USDT,0xe2711d9783497c46d6d62a3689414ec4f6dcd94c841a3af120048372d8326b28,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xdc57c5701c53a3e4bebc12c0dbb83e7cf2f556d6,1500.0,USDT,0x4157e2e7807b192257d7d98be075d5bbb34387a4c0e97391e596a89864f514c2,22
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x5efd59a3c5af0a7efd5767e13e6592ac172f0306,1415.0,USDT,0x31ffbe3d4a1f3f42a516bbf85d3ff8959195318822b12eec7ba24d6c152e010d,22
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x9a901b0b12bbfc8ef51bb41549322f064090bf9a,14.0,USDT,0xde6447d1b3083923da9c595b4fc26d037dad473913d21f61cf9692c484207c2c,20
IN,0xd06cad6bbfcd9d751a929223ead5db13af1ee006,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,100.0,USDT,0x3ba76f8a448c3fefd2ad6a403bbe6f973e0f5ace7c11c5b75b1e2053070658c1,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xdc57c5701c53a3e4bebc12c0dbb83e7cf2f556d6,780.0,USDT,0x506a893d5d0ba3b8d179a0fa56f78608297f15736a7fe6e24dd3d97acd0221f3,21
IN,0x9284642d75826eee30d3351eb0e5e74970fc6f78,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,309.0,USDT,0xc78cb7901c2e0408dfd350361d7d4151fe375b3f2bbf5da57d0d90f74deeb85b,21
IN,0x9284642d75826eee30d3351eb0e5e74970fc6f78,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,500.0,USDT,0xc3ba2083f7a2a527bb4e3825c0e3a4e5f477cb9a113d6b9e96a3296f58d60689,21
IN,0xa180fe01b906a1be37be6c534a3300785b20d947,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,2297.47,USDT,0x374fa9ba5f25e709a7628a004a4b11236aceb6690fd9a8240498b8fc4fd23db9,22
IN,0x58b6e8b8668a56cb31a0120fd787264f737c134d,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,500.0,USDT,0x6172ccc632c63dea74065407425e24978caa489691fe3b18f15a3df88bab4e0f,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x2c02f1f6afd78beea662533861fa34443bf73769,2400.0,USDT,0xcbf09f8482e60a60a8b23376d256c6f353a3e91beb7f95c4bd0362a15e0bc01d,22
IN,0x5efd59a3c5af0a7efd5767e13e6592ac172f0306,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,489.0,USDT,0x25b99042c2ce3741c88570b3be8c096663cf011d55bbe9459104829f7861ef21,21
IN,0x4c893d7ec0ec07b9c45f2c6cebb22623576f8b2c,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,334.0,USDT,0xc72c9915dff3873a9f24a75d0fb96b39fb371684604257a9f5fa5cb9bd1d35e3,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xaca4e091bd40acfce73aceda04497b83d246f97e,400.0,USDT,0xafaed3822f11295c7f59332891bc99803ea998fbdc142cc75c0764865b769d20,21
IN,0x0ba9ca2841c37c46280a5130f4994b71fea4f9e3,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,799.2,USDT,0x43632e396f7b618eafb11f9d40a027d1e1efa32ff0eed5d1cf1233c247cea650,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,385.67373627,USDT,0xe9596cab1b0b3730af3ede8a8969542e0e2969288d0f23df9eb1cc86d3d84379,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,321.33683738,USDT,0xd0d149ae51a5de1f9d209ff47e7d14c66c34bcb706e0ee557789a6404735b4ca,21
IN,0xae618a6718e84baf4a3ff6691ed348c0d08ab4b9,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,200.0,USDT,0xf480ee97e234e329f75f6fafbf188b2d195fe16a2fc2bf095d5d0f1dbc44ccca,21
IN,0xc297e268fc38abc011033cc5d875b731b4a2abec,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,630.0,USDT,0x3ce70e91add69b48957d4df9caa69dadfb1b814f99ea42d297cd1b3dc6437a94,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x5043a11278af5c92a310d4de1849ab90ded194f0,616.0,USDT,0x71bc3ce194562ded1c1aa0c0509e7b5e4370bb811c9b7bee2492d4e4aa0c30f0,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xe7704ec414c771823e3df9d3a06fa970dff3037b,100.0,USDT,0x52acbfe06b9db323bf37f4fe42d2f3dc3e8342187fa6f28096b17cca0b96d060,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xdbba4055680f94aea72deabfb1f1f5be2079d6d2,74.1,USDT,0x510300f8259cebcc510ae4b7bdfbe561d5b6a401d2d750907041fcd25026d4f5,20
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xbbb5a3829c29c8b49b82a8941447df645fadc8ac,439.0,USDT,0xfd6f8e67864e106a6b741063b42e85939b62260fa8ade41548c7afba1faf4c3c,21
IN,0xa8f7b14ae026b6a214eefcdceaec9a4b2d1ffd51,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,2099.0,USDT,0x7dac8eee86888ffed1faa4bc69b79721b30ab31919b9aae91a78f98a138e7e9a,22
IN,0x700350bd6f667970b4374cf03a3fbc73ca61495d,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,60.0,USDT,0x936f4e41e6ac74ffc5f2fc7b59281a42f2d498bec3076c9df179f9ca20c33128,20
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,650.94874082,USDT,0xfc6da9aa759085e58052b2ff42245606a33569cc8b54faae3c2dbac93a0ac25d,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xe44ca6cd8f5eac62259810234be9d29aa5367b04,562.0,USDT,0xf5e3fcc6790f1bc1c0c2ec29cdf1af9f3d8d3afd8105b0a1f9ea0c7c6b46f9e9,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x9fc74e03af07c0a153e3094c1355226cc0dc6c08,1000.0,USDT,0xb5149f0035498863d508a96ff7a02f8449d7c27972cb44732e28c73fb8fae232,22
IN,0x0ba9ca2841c37c46280a5130f4994b71fea4f9e3,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,78.34158,USDT,0x8a3864fa6266f644e82080dd4b62783a26803ee081849e262b03f47d8ce38949,20
IN,0x0ba9ca2841c37c46280a5130f4994b71fea4f9e3,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1198.8,USDT,0xfbc96e5b22c2cf19de02d11d8a40a2415537e874906cda3e0b16e01a001da14a,22
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x32b0a8ae137b95e88c639c236e0e42abe6b14460,100.0,USDT,0xc5db733088ae4e8e37ed87d4cc3489979da69037b20f469a8ad4f0c1340de646,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x4ab5bf4f4c49359f2822f1a002de1e1e5a54c3cb,1000.0,USDT,0xbe21cffa1acf6587feb3fec063ae61eb0c486bc561aed6f956668c81816c165a,22
IN,0x8894e0a0c962cb723c1976a4421c95949be2d4e3,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1214.46376981,USDT,0x16cb5f739b5349c934f0e7bd8ce799604fae52f493693f2cf9baccbf2b791d90,22
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x16b9a82891338f9ba80e2d6970fdda79d1eb0dae,324.5726545,USDT,0x2b55ac8923d548b37b83dbc12d90c3e998965aa6b7df4e9c21b9722fe1d80819,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xbc56c3bda75206defdeec3807e4df76a2cb9cebb,600.0,USDT,0xffd35de0b2e7066791b4ced4c709de7ea0e5a5d76359ff4e397132742a8a20eb,21
OUT,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x83eca0e9efa0b7661721e2d34f86057edc56d18e,100.0,USDT,0x831dbd2c64a65aed40d916e419c9507a6d5d50f011e4c5a60ab352a99d7eaaa1,21
