from,to,value,count
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xc4dec743aedadcd668502fdb86475959f755a0b5,1091.5,2
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xb887abb657dfae64ec099d677c525ebce33b5de5,1090.4,3
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x4024fccce5548cd98b362da646c5bec91a38b114,1085.3,1
0xe5f46031d23d711c93ee1ab95d4c6c23e5262223,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1085.0,4
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xd0e4ab6886e4b970ae2612ed873303f9a7b31b94,1085.0,4
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x1ba529724fade96a1ff918de2b63514ed07ec921,1083.0,2
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x14af475cf62f9b80153ed3b9490c7f21a6410345,1081.3,4
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xcefd663958cd149bea64cd172e418960413da97d,1081.0,1
0x27ecdf248546a512db8e6dc6f59e5474620afe0b,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1080.0,5
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x4242b8772b131b86605ce80c73e69fb3ed7cdcfb,1080.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x4f792c8ef0cb77d4b00c5886088889ceff80a338,1074.08,13
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x3caf65f2d8cba5d4abf299e05f49e3f08ed3ee80,1071.7,12
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xbfebe3a6cc338c01ca5cc841f777df4284e25487,1071.6,2
0x651831344569c119cbfdadaf21f3f1aa4e673c83,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1070.0,6
0xcdedd7f3e1b4af6347455d9c6dc8c08790cb23a5,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1070.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xc855b7402c5abdec6dcfc381a199c5646d94f945,1065.6,3
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xe5f32ed764b48aad512694d84abfc31b46196f7d,1060.13,6
0x40c982370b184576115b05b9b86718a89b23d92e,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1060.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x1a35494ac4699521ea66248be56b19ffca0a81a1,1060.0,2
0xfad70da4e5414c26b17d5f1f2ed2ef7f317a6963,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1057.5,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xa29cba5231498a534f4bf5d5d62306cba7fdd066,1054.5,2
0x4c029b233e27ea409d4349304f4623029f6e50a2,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1054.02383478,12
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x17442a22f1abb9f7f6bd8d0d7aa9a297c7bd1ef0,1052.6,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xb89d76b12a846342b33120bcbbed5810bdef6588,1050.0,1
0xd07d624b534447de3d52c79b4890d4e617f5f0a1,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1050.0,3
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xf0305c55bee3bd5393ddadfd2d5d5320794af581,1050.0,1
0x0f20b618776335913bf8ae84aa877a8049a1977b,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1048.0,2
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xe20b77e9631dc0f07b76efc837e60edc5b9eb286,1047.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xed69a35cc9256cfc56f85b17a8ac8fc0a6e9f415,1046.3,11
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x88724d361b86045f5cea040cc778cfec4ba4a49e,1045.6,4
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xf22002de758620e9421f66ca90c6c0866de783bc,1042.0,7
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xb64ccbd1337b1ad80e826258d60a2cd04d8e9ffc,1040.8,2
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xc0bd1c84a1f73b81746363f3940bb5e9c4f84c54,1040.74,3
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xe3164706acc4623b8289f7f7c0445ce0e08af3bc,1040.0,5
0xe5c504604be9bcdc58555dab60a36d10a5453013,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1037.0,3
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x63e3e27f791e881d6f91be2c11439c1c531d7cc9,1037.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xdfdf2809fd0115b1e7eccbd8f2c7bb73f2ca2fed,1036.6399999999999,3
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x7739b545a911532e750026b3505eb7dd63cd1ec4,1034.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x5631f6fcde69e88458715303f6d2634a3ab56117,1032.0,2
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x7424e416c61a06e58ba10d79d4cbfeb74125bb5e,1029.5,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x24a4e98d34e588aa83b376d22ced9eb50b617b2e,1029.4,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xb028a6129257e27cc4b9e74777f9397a62ccafee,1021.0,3
0x736bd06201b0f500dbaf3be638668cc7aec8195f,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1020.80930635,6
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x96bbbce376b630a995c5d0ad4ed02f3e51e3377d,1020.0,4
0xd09a2d60beea6dd98c589d265a19b2ad80639c5f,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1019.3,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xfa2fd2cec9cfc97b7870a0864f32fa46c746f149,1017.0,2
0x4e7624f516fbb9b38ba2519dcac6e0c821d4b492,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1013.0,2
0xf647ab4ff242febcd23ae6e698bc3a481f5260c3,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1012.5,1
0xfafcffd4e7313f13508b2127ca183652a6487286,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1011.9,1
0x4a1d307958d9737224c2b9a9819c5e930ecbe64e,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1009.4,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xae4cbaf44563ac130e7b8865ea2d298bea246e16,1008.0,3
0xa2222e732a74e1c3720168385f1962c1b38c8522,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1006.0,4
0x9a9ed303e3c062a3e585efa51ca443f65f6c98fc,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1003.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x309a0aab9ed9591e860abbad7c72dac82b22db5a,1001.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x5652974ef0bd91b12ab5685e702c2b4c8c4825e7,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x0a39c78a00b7e88e6e762bbbacf843fa04d8c4bb,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x77326131253e0478cdd823001f0789333f81fa03,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x55cbd681339c25dd4c7e13e26bd5932a75cb60fa,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x0890775eb4e15b75c86f70551b4c80a312d1f50e,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x9e9a320ccbe6843083839eee3d3de85afbafdb69,1000.0,1
0xd8a9a2c57f057a45fb21f122a36da5cb5f4c9636,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,3
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x56216fd351f6ccfe38adff9afd51312c549210be,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x7534ca2c718b12f71271069afda55cea1d7db9c7,1000.0,1
0xa0f0eafd7389a860f5631a05a05110c33d437611,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x6ff468262b9e78dbd520484e1d794ce2b7ca8782,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x9fc74e03af07c0a153e3094c1355226cc0dc6c08,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x56aa0e2fd776ee900f3b0cf8c49f78e8d29e0e9b,1000.0,1
0xe8192f0de5e45b6f25ebd0476599497a2ace7be2,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0xe6b4e19fced93e028cfab12705467496a45a384d,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0xe916c71498dcdfa4248da1d48fa96731eb1c1189,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x59e11720d517740aeb494497298dabc69e913fd7,1000.0,2
0x98bb22a0195d5be0bf89576b1f0d530f26bd44df,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0xe50b439f67d9d02d24779a2aa9266b40c2f93f68,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x1a429441167287b35ebee0f03b3bdba5c86ee9f4,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x1b476499c1118a533daaa3b2e6aff57d39941ff6,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,4
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x5855be6486ecc7619524350f8cce68d3952f32bb,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x70c4c495942bf8cdcbfbfa841eed7618321d9db0,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x710de1130a5d558f6fc77a5672024120425287e4,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x7196c91ff799832e5c0f943cc6351c2660f93b75,1000.0,2
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x71b0fd4d17796fd46eb8f489d8d194633e635c3f,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x57bf2a604e03536d2375b0d181aa2f566557dad4,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x0b138c8e73c9a8ce35d744cf847929242aaa6bf2,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x71d21c9b0d9a8bc5a3cd7a0a89eb7f6c225482fe,1000.0,1
0xdc0aed23bbd632eca5027155dfd1185e6d110b44,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x0fe0ee554208b0dd8a348e94f19f7d65b510f08a,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x2392bcc850812c887ad1b84b2a1e2699192b3051,1000.0,1
0xd7930fac0abd05f199717cbe5acaf1cdc52d1fe9,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x4ab5bf4f4c49359f2822f1a002de1e1e5a54c3cb,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x4d69e33439c70c4d32ddff2c38766709fbb2dbeb,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x84bfff82a9e444b5ef4a12849d060b10f5086325,1000.0,1
0x6e389a95c1f3fe178507a2c907e87061011baccc,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x64cd521bd8b428dad2fd8e69d5841fe219990431,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x42ea9c76fc460511a79aa776a91d33ecb4236c88,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x9705d2b7cec110209c9f2ea4837ee749ec133cea,1000.0,1
0xaa2261a95afd54e6588b95fb2dc06940180f24cd,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x02e704962cf3e942eb116e88158d359206e27d49,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x7817e39b63cf352b929e0e856ba73d6732e6a0b2,1000.0,2
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x02be53337dd0937fa6ff43d6cc9423c47306fd41,1000.0,1
0x8e6a68a66e0fcff56acce6a86eb42607a6a6f1ae,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,2
0x55bd8dc102b2575d3164f631f547145ba99bba22,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x8bbecbae80d88808d941acc7c33543abb28e63a1,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x8bc47e6f1e7da9f6d4f9cefefb92e0d4dae63c38,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x490df4e92bfd0434c70d41d558f70792e085143a,1000.0,1
0xf9dead84d71754925572fcf634b74135bf1295a9,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0xf5fb401cb49a25fb51c49f7d3622d8b580f934ca,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0xb37cf7e6e96a189a4460827b87b5a8c5a9c56cec,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0xb953494cd1c1794ffc27634c4df7a103f61d4264,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x203c6689b1bd89d55b8340f2da236f8a1665b197,1000.0,1
0xd6acfd03012e4d3e65777ef3a1c7b44cf9916c31,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x7fc83f2fa264fd6395d1f3f86f06bed17fe70f97,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x9b81f07ccab9777db0d3331c649ca95e537c2b8f,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x407d24b246f7d5d385ae21dc3148eefb3c195eae,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x40c982370b184576115b05b9b86718a89b23d92e,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x62c4818b36f76afd4d7bcbe9968f8c6cb4250275,1000.0,9
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x945436474cb9f1ffdad226584c8ad1449b86d6a3,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x7c961f920b4021493a00898a4e43b55cb25f6565,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x5d1af621978063b1898f75c7fa33af1cf4b39899,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x919d5fcfb3d3762f908fbfd38b193a48bf7a2c47,1000.0,1
0xf38daa3ff82fd17a1e55dd4adc38b86aca816d16,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xd955f4ddd1f3776a194cf49cfcef0809622c38e6,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x62de8d613d88861a37b0f2bcf3d8d2014b37da91,1000.0,3
0x3e3f2746749176227ad7d7158a198c3c39eb543f,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x07af9f28eac313e0c3876c6c3999be8793e7ee77,1000.0,4
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x046b1c43ef23f5a0de5fc5139f9462e32d0bad42,1000.0,1
0x7b07f44f0c9b58a372955ad8ea1f49a2df90f8a0,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xf2433ede8aa176c434ecea9eee5e48b1a949aa28,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xf04e7ab8a6f6808b7965d2641c7cbdfa7e0ede27,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xb11d181b01c4eba50b454dfe249f84b8190050fe,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xe346c893e3912da21e52712d60c68901952a25e1,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x0fc9aa67748e29a3e1b7f2771de50de341597308,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xb6b090e12c97255e5a6b434fbefa1d76db300d93,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x2c6564dac70bfe1cd56bc75aea0c0664d33477e0,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x2caed3de5a66927725cdfbd30caddd18676221f4,1000.0,5
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xb100ee701449c5caeb3c7a308301646acd11278f,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xeda6bc1cac14d66da28e5d08fe9a711e329e7ec7,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xd2832023e5e41b7858ab7dbe94af7dbf68a4e3ac,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x2d27c8225ec818694f621bb116b1910f18e1ec52,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x2d32e5d2e8fafbb675c36878c63f1191c48b15c3,1000.0,6
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xef6eb87c4dbc6c09af62fd33d2c45b9e8d5312af,1000.0,1
0x5f85310aad3994da13ba02cc39fa3d5eaaab47f2,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xc3c7fc148f0000a8dc364775989ea1d9480527a7,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x1169f06a8301758ff4fc441a55527c873486f56e,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xcc2b2089154cfd6ef171ef5e1da484adfc17d67f,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x0fdb05c71aeeddd577b04737095eb23a6d67b5cb,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xa970329b81c9b62379d62361523cf5a24ae71b8c,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xca0df30fe5a10126953446bf89605cf185b59550,1000.0,1
0x64a59ce53004d049b4d0b3bdfa2e0b377eb090c4,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xbcbc707f0adbf720e674baf4bc89878e423b04a6,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xf41756bde0e0c0d31a5e1242d98ceda2e410cd7d,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xab569529bca795183ecc9aa21fedb2631e340bd5,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xce4bd16cb1e4db99290aeb37f985159e4ad74d4e,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x277c0d2f4a0a5b2e43d56df539916a4636291486,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xba575cd784cb32f9ac6e0cd320b855d41a0e454f,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xd034ca239d8d216df063a01ff84d7f24aae1eb84,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x33688f560e15d3d281c03dc9497374bf668fc271,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x0c83df993cc16ad5063d5538e0c51308207d15fa,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xb548ad16b3ae5d3138da0376f5e5ef0031f30c04,1000.0,2
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xa4f8a88a4b41222323d9c8f5d92d32c4a9c788fd,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xa53a7905411260c26f37c66911c69a7a6e813f9d,1000.0,2
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xc6dd347118e3016e4e8d0c1bde69950ba5afeee4,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xb4448e73ea904edfd43b4045a84e7537dffaff4d,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xf97997192558912d771bec2ea4ab3f9b0f1cf57c,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x351c294b63030119a444a187ee70879d09dd050b,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xe5be153a949d37892fc53cca23be19210b98071a,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xf8617e7520e062aad3d9c6dec994c424dc1110d8,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xf771faeb10d5b17513bd58ca5bf60a41aaf39366,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xcfadd5b06fad48d2198aec8674b0dfd475ce8b19,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x33e8046f3d56a166a5b58c86fb8477d844e5c724,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xe5f46031d23d711c93ee1ab95d4c6c23e5262223,1000.0,4
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xd4b50812112a4b4af79c6edc527eb47c1c01d7b0,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xab516c23af41a5fb99ed3f17f45732754e1d8404,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x0c6b1721c924f44ac4232ec2658cc5b5b7891ccb,1000.0,2
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xe7da4ab8f9900a0e94e2ff0b778311d1becb62e8,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x3c3d1db295847bbae30fc315360fa8ab4c076b3b,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xe35239da57105e6d51887e260952a0ac71d32b1e,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xb6097a2de7d75f70779c39d8ebc766e2dca6d5d1,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x35fd6cf4b712438f8c94240e756adeafcf74863d,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xc3c86e194a559ecd82a42296084a14e85ac713e6,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x0c65707eed345858f6ff1489a626c1e241dbc3ac,1000.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xa89c8e5257930c7f272d47fa4e04f8c350d3609c,998.8,2
0xc3c1fe7cfc03d3fea53f50a582498800ebb5b042,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,998.0,5
0x67d1f3fd4847b9a77c5d363ba369e4a30d327662,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,995.0,4
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x58b62b43c236d62afd1b4a4daf2ec577cd7762ef,993.8,4
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x6815de55b469a9172d67534d9cc9d48e1fe8e7bb,992.3,1
0xf991f9c789dfad0342249e7cc6942b852f1af9e2,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,992.0,2
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x9a458c3d7a22a75ce17ecbfc846d26a6b3f59e54,990.5,4
0x5039471ed649d05fe4db11320dc39b71fff8765d,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,990.0,1
0x7fdad624a700787a2be90767156a96a46aec0993,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,990.0,1
0x37186d62b1bc92098a51c2229366a34301559a5e,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,988.0,2
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x972323583fddc60763add04ad53adf8fdd683ea4,988.0,6
0x0ab054f193c3a47906e0acb8b8f5799c889692eb,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,987.0,2
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x31461c7c5454843b25ff391d072b791043448e13,984.7,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xdd1de2d3de550e4e51881742a432c4bac36f1865,984.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xb728fcdbe0da90c566896349946185cb05dfd348,983.0699999999999,3
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x6d25251feb28300574133798473afdbf417ac31f,983.0,11
0xf3ac56fbc5989c2eab57b56b4e6a47a278949878,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,979.0,2
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xfd1e7ea5f89df8073c77e8c6ee3a48687a5e9467,978.7,5
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x8c38df934a34b19f83fa25df174c16bd3a4b5618,971.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x1d213e4eb81ee7bdab482aef3eb3b797c1656802,966.0,2
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x2590d781e792e18ae346728a40470ba8e8e2205b,965.75,2
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xaca4e091bd40acfce73aceda04497b83d246f97e,962.0,4
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xab0e0edb3f3bbf5745feb8bd477efbd23b9efc45,960.7,5
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xaa542ccf9ddc2c469a55a4894e99840e6e001bff,960.66,2
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0xc2be2d2c5bb4d816e3ce5822148b428bad52bf2d,960.5,10
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x7bb2d831eaa8f46ebc2721df38e4bbd47ead0b6a,960.0,1
0x48fa285e519782cf9d1bd97355dfefd8603a48e1,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,958.0,1
0xef06b0791c3a18be814c109a40c28a90a6540413,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,956.0,2
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x890992641aa619ff62fc5e5a8bea5bf15d580a64,954.2,1
0xa68a49cd5ea531372d029cbd7ea0f0de287fc82d,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,952.69458865,6
0x3e7f93606fbb3ec824582de4454ee4fa5cc86862,0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,952.0,1
0x5799cc9bc780e529d8b4e64b9e8c5505923a8005,0x87bfb3cac251ef2c6031ca0e8f8aa583a4ca27d8,950.0,1
